seed,system,step,corrections,buffer_size,init_secs,pred_secs,correct_secs,acc_novel,acc_original
2,bounded_substrate_reservoir_100,1450,987,100,0.0125,0.1115,0.005,0.535,0.52
2,bounded_substrate_reservoir_100,1500,1009,100,0.0125,0.114,0.005,0.535,0.52
2,bounded_substrate_reservoir_100,1517,1017,100,0.0125,0.1145,0.005,0.535,0.52
2,bounded_substrate_fifo_100,0,0,100,0.003,0.0,0.0,0.0,0.015
2,bounded_substrate_fifo_100,50,12,100,0.003,0.0015,0.0,0.9225,0.015
2,bounded_substrate_fifo_100,100,18,100,0.003,0.003,0.0,0.9075,0.015
2,bounded_substrate_fifo_100,150,27,100,0.003,0.0045,0.0,0.9475,0.015
2,bounded_substrate_fifo_100,200,28,100,0.003,0.0055,0.0,0.9475,0.015
2,bounded_substrate_fifo_100,250,29,100,0.003,0.0065,0.0,0.9475,0.015
2,bounded_substrate_fifo_100,300,34,100,0.003,0.0075,0.0,0.945,0.015
2,bounded_substrate_fifo_100,350,35,100,0.003,0.0085,0.0,0.945,0.015
2,bounded_substrate_fifo_100,400,35,100,0.003,0.009,0.0,0.945,0.015
2,bounded_substrate_fifo_100,450,40,100,0.003,0.0105,0.0,0.9375,0.015
2,bounded_substrate_fifo_100,500,43,100,0.003,0.0115,0.0,0.9425,0.015
2,bounded_substrate_fifo_100,550,46,100,0.003,0.0125,0.0,0.955,0.015
2,bounded_substrate_fifo_100,600,48,100,0.003,0.013,0.0,0.96,0.015
2,bounded_substrate_fifo_100,650,49,100,0.003,0.0145,0.0,0.9625,0.015
2,bounded_substrate_fifo_100,700,49,100,0.003,0.015,0.0,0.9625,0.015
2,bounded_substrate_fifo_100,750,51,100,0.003,0.016,0.0,0.96,0.015
2,bounded_substrate_fifo_100,800,51,100,0.003,0.0165,0.0,0.96,0.015
2,bounded_substrate_fifo_100,850,53,100,0.003,0.0175,0.0,0.96,0.015
2,bounded_substrate_fifo_100,900,56,100,0.003,0.0185,0.0,0.9675,0.015
2,bounded_substrate_fifo_100,950,57,100,0.003,0.019,0.0,0.97,0.015
2,bounded_substrate_fifo_100,1000,57,100,0.003,0.0195,0.0,0.97,0.015
2,bounded_substrate_fifo_100,1050,58,100,0.003,0.0205,0.0,0.9725,0.015
2,bounded_substrate_fifo_100,1100,60,100,0.003,0.021,0.0,0.9775,0.015
2,bounded_substrate_fifo_100,1150,60,100,0.003,0.022,0.0,0.9775,0.015
2,bounded_substrate_fifo_100,1200,63,100,0.003,0.023,0.0,0.975,0.015
2,bounded_substrate_fifo_100,1250,65,100,0.003,0.024,0.0,0.975,0.015
2,bounded_substrate_fifo_100,1300,69,100,0.003,0.0255,0.0,0.98,0.015
2,bounded_substrate_fifo_100,1350,69,100,0.003,0.0265,0.0,0.98,0.015
2,bounded_substrate_fifo_100,1400,72,100,0.003,0.0275,0.0,0.9825,0.015
2,bounded_substrate_fifo_100,1450,73,100,0.003,0.0285,0.0,0.985,0.015
2,bounded_substrate_fifo_100,1500,73,100,0.003,0.029,0.0,0.985,0.015
2,bounded_substrate_fifo_100,1517,73,100,0.003,0.0295,0.0,0.985,0.015
2,bounded_substrate_reservoir_500,0,0,500,0.0105,0.0,0.0,0.0,0.8725
2,bounded_substrate_reservoir_500,50,49,500,0.0105,0.0866,0.004,0.11,0.8725
2,bounded_substrate_reservoir_500,100,93,500,0.0105,0.1571,0.0075,0.115,0.8725
2,bounded_substrate_reservoir_500,150,136,500,0.0105,0.2266,0.012,0.175,0.87
2,bounded_substrate_reservoir_500,200,173,500,0.0105,0.2996,0.0145,0.2175,0.87
2,bounded_substrate_reservoir_500,250,206,500,0.0105,0.3592,0.016,0.24,0.87
2,bounded_substrate_reservoir_500,300,237,500,0.0105,0.4127,0.019,0.24,0.87
2,bounded_substrate_reservoir_500,350,271,500,0.0105,0.4768,0.023,0.2525,0.87
2,bounded_substrate_reservoir_500,400,304,500,0.0105,0.5388,0.025,0.2625,0.87
2,bounded_substrate_reservoir_500,450,341,500,0.0105,0.6093,0.027,0.27,0.87
2,bounded_substrate_reservoir_500,500,375,500,0.0105,0.6749,0.0285,0.2725,0.87
2,bounded_substrate_reservoir_500,550,411,500,0.0105,0.7334,0.0315,0.3375,0.87
2,bounded_substrate_reservoir_500,600,440,500,0.0105,0.7859,0.0365,0.3375,0.87
2,bounded_substrate_reservoir_500,650,472,500,0.0105,0.8509,0.0385,0.34,0.87
2,bounded_substrate_reservoir_500,700,505,500,0.0105,0.9084,0.0385,0.34,0.87
2,bounded_substrate_reservoir_500,750,537,500,0.0105,0.9594,0.0415,0.34,0.87
2,bounded_substrate_reservoir_500,800,563,500,0.0105,1.0024,0.0435,0.365,0.87
2,bounded_substrate_reservoir_500,850,597,500,0.0105,1.0614,0.045,0.4275,0.87
2,bounded_substrate_reservoir_500,900,623,500,0.0105,1.1095,0.0465,0.5225,0.8675
2,bounded_substrate_reservoir_500,950,644,500,0.0105,1.1545,0.0485,0.5225,0.8675
2,bounded_substrate_reservoir_500,1000,664,500,0.0105,1.1915,0.0495,0.54,0.8675
2,bounded_substrate_reservoir_500,1050,687,500,0.0105,1.2325,0.0515,0.5825,0.8675
2,bounded_substrate_reservoir_500,1100,706,500,0.0105,1.269,0.052,0.59,0.8675
2,bounded_substrate_reservoir_500,1150,730,500,0.0105,1.312,0.0535,0.605,0.8675
2,bounded_substrate_reservoir_500,1200,746,500,0.0105,1.3425,0.055,0.605,0.8675
2,bounded_substrate_reservoir_500,1250,762,500,0.0105,1.3766,0.0585,0.625,0.865
2,bounded_substrate_reservoir_500,1300,782,500,0.0105,1.4156,0.0585,0.625,0.865
2,bounded_substrate_reservoir_500,1350,795,500,0.0105,1.4421,0.059,0.625,0.865
2,bounded_substrate_reservoir_500,1400,817,500,0.0105,1.4821,0.06,0.625,0.865
2,bounded_substrate_reservoir_500,1450,829,500,0.0105,1.5096,0.0605,0.6375,0.865
2,bounded_substrate_reservoir_500,1500,840,500,0.0105,1.5341,0.061,0.6375,0.865
2,bounded_substrate_reservoir_500,1517,846,500,0.0105,1.5451,0.062,0.6375,0.865
2,bounded_substrate_fifo_500,0,0,500,0.003,0.0,0.0,0.0,0.055
2,bounded_substrate_fifo_500,50,21,500,0.003,0.0475,0.001,0.8,0.055
2,bounded_substrate_fifo_500,100,31,500,0.003,0.074,0.0015,0.87,0.055
2,bounded_substrate_fifo_500,150,37,500,0.003,0.0925,0.002,0.8875,0.055
2,bounded_substrate_fifo_500,200,43,500,0.003,0.1105,0.003,0.905,0.055
2,bounded_substrate_fifo_500,250,46,500,0.003,0.1255,0.003,0.915,0.055
2,bounded_substrate_fifo_500,300,49,500,0.003,0.1405,0.0035,0.9175,0.055
2,bounded_substrate_fifo_500,350,52,500,0.003,0.155,0.0035,0.9325,0.055
2,bounded_substrate_fifo_500,400,53,500,0.003,0.1685,0.004,0.9325,0.055
2,bounded_substrate_fifo_500,450,59,500,0.003,0.185,0.005,0.935,0.055
2,bounded_substrate_fifo_500,500,63,500,0.003,0.201,0.005,0.94,0.055
2,bounded_substrate_fifo_500,550,67,500,0.003,0.2155,0.006,0.9575,0.055
2,bounded_substrate_fifo_500,600,69,500,0.003,0.2265,0.006,0.96,0.055
2,bounded_substrate_fifo_500,650,70,500,0.003,0.2371,0.0065,0.96,0.055
2,bounded_substrate_fifo_500,700,70,500,0.003,0.2466,0.0065,0.96,0.055
2,bounded_substrate_fifo_500,750,71,500,0.003,0.2591,0.0065,0.9575,0.055
2,bounded_substrate_fifo_500,800,72,500,0.003,0.2691,0.0065,0.9575,0.055
2,bounded_substrate_fifo_500,850,73,500,0.003,0.2801,0.007,0.9575,0.055
2,bounded_substrate_fifo_500,900,77,500,0.003,0.2966,0.0075,0.9625,0.055
2,bounded_substrate_fifo_500,950,79,500,0.003,0.3101,0.0075,0.9625,0.055
2,bounded_substrate_fifo_500,1000,80,500,0.003,0.3206,0.0075,0.9625,0.055
2,bounded_substrate_fifo_500,1050,82,500,0.003,0.3326,0.0075,0.965,0.055
2,bounded_substrate_fifo_500,1100,82,500,0.003,0.3441,0.0075,0.965,0.055
2,bounded_substrate_fifo_500,1150,83,500,0.003,0.3556,0.0075,0.965,0.055
2,bounded_substrate_fifo_500,1200,85,500,0.003,0.3691,0.0075,0.9675,0.055
2,bounded_substrate_fifo_500,1250,86,500,0.003,0.3801,0.0075,0.9675,0.055
2,bounded_substrate_fifo_500,1300,91,500,0.003,0.3976,0.008,0.9725,0.055
2,bounded_substrate_fifo_500,1350,92,500,0.003,0.4096,0.008,0.9725,0.055
2,bounded_substrate_fifo_500,1400,94,500,0.003,0.4221,0.008,0.97,0.055
2,bounded_substrate_fifo_500,1450,95,500,0.003,0.4332,0.008,0.97,0.055
2,bounded_substrate_fifo_500,1500,96,500,0.003,0.4447,0.008,0.97,0.055
2,bounded_substrate_fifo_500,1517,96,500,0.003,0.4492,0.008,0.97,0.055
2,bounded_substrate_reservoir_1000,0,0,1000,0.01,0.0,0.0,0.0,0.91
2,bounded_substrate_reservoir_1000,50,46,1000,0.01,0.131,0.0055,0.17,0.91
2,bounded_substrate_reservoir_1000,100,85,1000,0.01,0.2431,0.011,0.21,0.9075
2,bounded_substrate_reservoir_1000,150,124,1000,0.01,0.3666,0.0135,0.325,0.9075
2,bounded_substrate_reservoir_1000,200,157,1000,0.01,0.4821,0.017,0.4325,0.9075
2,bounded_substrate_reservoir_1000,250,186,1000,0.01,0.5766,0.0225,0.485,0.905
2,bounded_substrate_reservoir_1000,300,208,1000,0.01,0.6632,0.0265,0.5025,0.905
2,bounded_substrate_reservoir_1000,350,239,1000,0.01,0.7692,0.0325,0.51,0.905
2,bounded_substrate_reservoir_1000,400,261,1000,0.01,0.8397,0.035,0.5175,0.905
2,bounded_substrate_reservoir_1000,450,287,1000,0.01,0.9388,0.0385,0.5225,0.905
2,bounded_substrate_reservoir_1000,500,307,1000,0.01,1.0088,0.041,0.545,0.905
2,bounded_substrate_reservoir_1000,550,328,1000,0.01,1.0788,0.0445,0.57,0.905
2,bounded_substrate_reservoir_1000,600,349,1000,0.01,1.1438,0.048,0.5875,0.905
2,bounded_substrate_reservoir_1000,650,366,1000,0.01,1.2133,0.051,0.5975,0.905
2,bounded_substrate_reservoir_1000,700,386,1000,0.01,1.2994,0.054,0.6175,0.905
2,bounded_substrate_reservoir_1000,750,403,1000,0.01,1.3654,0.0575,0.625,0.905
2,bounded_substrate_reservoir_1000,800,422,1000,0.01,1.4329,0.06,0.625,0.905
2,bounded_substrate_reservoir_1000,850,444,1000,0.01,1.5024,0.063,0.635,0.905
2,bounded_substrate_reservoir_1000,900,461,1000,0.01,1.5664,0.0655,0.65,0.905
2,bounded_substrate_reservoir_1000,950,474,1000,0.01,1.6184,0.068,0.65,0.905
2,bounded_substrate_reservoir_1000,1000,489,1000,0.01,1.6805,0.0705,0.675,0.905
2,bounded_substrate_reservoir_1000,1050,503,1000,0.01,1.728,0.0715,0.675,0.905
2,bounded_substrate_reservoir_1000,1100,520,1000,0.01,1.7905,0.074,0.745,0.905
2,bounded_substrate_reservoir_1000,1150,534,1000,0.01,1.8375,0.076,0.7625,0.9025
2,bounded_substrate_reservoir_1000,1200,545,1000,0.01,1.88,0.077,0.7625,0.9025
2,bounded_substrate_reservoir_1000,1250,560,1000,0.01,1.94,0.078,0.7625,0.9025
2,bounded_substrate_reservoir_1000,1300,574,1000,0.01,1.994,0.081,0.7625,0.9025
2,bounded_substrate_reservoir_1000,1350,587,1000,0.01,2.042,0.083,0.77,0.9025
2,bounded_substrate_reservoir_1000,1400,600,1000,0.01,2.099,0.0835,0.77,0.9025
2,bounded_substrate_reservoir_1000,1450,611,1000,0.01,2.1441,0.0855,0.78,0.9
2,bounded_substrate_reservoir_1000,1500,621,1000,0.01,2.1826,0.0865,0.7875,0.9
2,bounded_substrate_reservoir_1000,1517,623,1000,0.01,2.1926,0.087,0.7875,0.9
2,bounded_substrate_fifo_1000,0,0,1000,0.006,0.0,0.0,0.0,0.1475
2,bounded_substrate_fifo_1000,50,24,1000,0.006,0.0905,0.0055,0.6575,0.1475
2,bounded_substrate_fifo_1000,100,36,1000,0.006,0.1335,0.0065,0.795,0.1475
2,bounded_substrate_fifo_1000,150,45,1000,0.006,0.1665,0.0075,0.8425,0.1475
2,bounded_substrate_fifo_1000,200,55,1000,0.006,0.216,0.009,0.87,0.1475
2,bounded_substrate_fifo_1000,250,58,1000,0.006,0.2345,0.0095,0.885,0.1475
2,bounded_substrate_fifo_1000,300,62,1000,0.006,0.2611,0.01,0.8875,0.1475
2,bounded_substrate_fifo_1000,350,69,1000,0.006,0.2916,0.011,0.92,0.1425
2,bounded_substrate_fifo_1000,400,70,1000,0.006,0.3046,0.0115,0.92,0.125
2,bounded_substrate_fifo_1000,450,74,1000,0.006,0.3266,0.0115,0.9175,0.125
2,bounded_substrate_fifo_1000,500,78,1000,0.006,0.3481,0.012,0.9175,0.125
2,bounded_substrate_fifo_1000,550,84,1000,0.006,0.3786,0.0125,0.9375,0.125
2,bounded_substrate_fifo_1000,600,86,1000,0.006,0.3981,0.0125,0.94,0.125
2,bounded_substrate_fifo_1000,650,88,1000,0.006,0.4171,0.013,0.94,0.125
2,bounded_substrate_fifo_1000,700,90,1000,0.006,0.4336,0.0135,0.94,0.125
2,bounded_substrate_fifo_1000,750,93,1000,0.006,0.4516,0.0145,0.9425,0.125
2,bounded_substrate_fifo_1000,800,94,1000,0.006,0.4616,0.0145,0.9425,0.125
2,bounded_substrate_fifo_1000,850,95,1000,0.006,0.4746,0.015,0.9425,0.125
2,bounded_substrate_fifo_1000,900,102,1000,0.006,0.5051,0.0155,0.95,0.125
2,bounded_substrate_fifo_1000,950,105,1000,0.006,0.5266,0.0155,0.9525,0.125
2,bounded_substrate_fifo_1000,1000,106,1000,0.006,0.5421,0.016,0.9525,0.125
2,bounded_substrate_fifo_1000,1050,107,1000,0.006,0.5551,0.016,0.9525,0.125
2,bounded_substrate_fifo_1000,1100,108,1000,0.006,0.5701,0.016,0.9525,0.125
2,bounded_substrate_fifo_1000,1150,109,1000,0.006,0.5836,0.0165,0.9525,0.125
2,bounded_substrate_fifo_1000,1200,112,1000,0.006,0.6041,0.017,0.955,0.125
2,bounded_substrate_fifo_1000,1250,115,1000,0.006,0.6246,0.0175,0.955,0.125
2,bounded_substrate_fifo_1000,1300,121,1000,0.006,0.6581,0.0185,0.96,0.125
2,bounded_substrate_fifo_1000,1350,122,1000,0.006,0.6731,0.0185,0.96,0.125
2,bounded_substrate_fifo_1000,1400,125,1000,0.006,0.6936,0.0185,0.9575,0.125
2,bounded_substrate_fifo_1000,1450,126,1000,0.006,0.7071,0.0185,0.9575,0.125
2,bounded_substrate_fifo_1000,1500,129,1000,0.006,0.7296,0.0185,0.96,0.125
2,bounded_substrate_fifo_1000,1517,129,1000,0.006,0.7331,0.0185,0.96,0.125
2,bounded_substrate_reservoir_5000,0,0,5000,0.0065,0.0,0.0,0.0,0.95
2,bounded_substrate_reservoir_5000,50,46,5000,0.0065,0.7482,0.029,0.265,0.95
2,bounded_substrate_reservoir_5000,100,76,5000,0.0065,1.2673,0.0495,0.4025,0.95
2,bounded_substrate_reservoir_5000,150,103,5000,0.0065,1.6749,0.067,0.4275,0.9525
2,bounded_substrate_reservoir_5000,200,133,5000,0.0065,2.1664,0.086,0.5025,0.9525
2,bounded_substrate_reservoir_5000,250,158,5000,0.0065,2.5743,0.1036,0.5525,0.9525
2,bounded_substrate_reservoir_5000,300,182,5000,0.0065,2.9895,0.1176,0.61,0.9525
2,bounded_substrate_reservoir_5000,350,200,5000,0.0065,3.3431,0.1296,0.665,0.9525
2,bounded_substrate_reservoir_5000,400,211,5000,0.0065,3.5422,0.1366,0.69,0.9525
2,bounded_substrate_reservoir_5000,450,229,5000,0.0065,3.9005,0.149,0.7,0.9525
2,bounded_substrate_reservoir_5000,500,244,5000,0.0065,4.1495,0.1591,0.7425,0.9525
2,bounded_substrate_reservoir_5000,550,256,5000,0.0065,4.3661,0.1666,0.7675,0.9525
2,bounded_substrate_reservoir_5000,600,263,5000,0.0065,4.5091,0.1711,0.7725,0.9525
2,bounded_substrate_reservoir_5000,650,281,5000,0.0065,4.8597,0.1846,0.7825,0.95
2,bounded_substrate_reservoir_5000,700,289,5000,0.0065,4.9957,0.1906,0.8,0.95
2,bounded_substrate_reservoir_5000,750,301,5000,0.0065,5.2177,0.1986,0.8075,0.95
2,bounded_substrate_reservoir_5000,800,309,5000,0.0065,5.3703,0.2036,0.8075,0.95
2,bounded_substrate_reservoir_5000,850,322,5000,0.0065,5.5918,0.2126,0.81,0.9475
2,bounded_substrate_reservoir_5000,900,332,5000,0.0065,5.7829,0.2196,0.8225,0.9475
2,bounded_substrate_reservoir_5000,950,338,5000,0.0065,5.9074,0.2231,0.8225,0.9475
2,bounded_substrate_reservoir_5000,1000,346,5000,0.0065,6.0614,0.2286,0.8225,0.9475
2,bounded_substrate_reservoir_5000,1050,351,5000,0.0065,6.162,0.2326,0.8275,0.9475
2,bounded_substrate_reservoir_5000,1100,361,5000,0.0065,6.346,0.2406,0.8325,0.9475
2,bounded_substrate_reservoir_5000,1150,370,5000,0.0065,6.5185,0.2461,0.835,0.95
2,bounded_substrate_reservoir_5000,1200,378,5000,0.0065,6.677,0.2521,0.8325,0.95
2,bounded_substrate_reservoir_5000,1250,386,5000,0.0065,6.8271,0.2592,0.8325,0.95
2,bounded_substrate_reservoir_5000,1300,393,5000,0.0065,6.9586,0.2642,0.835,0.95
2,bounded_substrate_reservoir_5000,1350,396,5000,0.0065,7.0201,0.2662,0.835,0.95
2,bounded_substrate_reservoir_5000,1400,408,5000,0.0065,7.2287,0.2742,0.8425,0.95
2,bounded_substrate_reservoir_5000,1450,416,5000,0.0065,7.3827,0.2787,0.8475,0.9475
2,bounded_substrate_reservoir_5000,1500,421,5000,0.0065,7.4702,0.2822,0.8475,0.9475
2,bounded_substrate_reservoir_5000,1517,422,5000,0.0065,7.4917,0.2827,0.8475,0.9475
2,bounded_substrate_fifo_5000,0,0,5000,0.0065,0.0,0.0,0.0,0.6275
2,bounded_substrate_fifo_5000,50,38,5000,0.0065,0.6667,0.0245,0.43,0.62
2,bounded_substrate_fifo_5000,100,57,5000,0.0065,1.053,0.036,0.555,0.6075
2,bounded_substrate_fifo_5000,150,79,5000,0.0065,1.4541,0.052,0.6725,0.605
2,bounded_substrate_fifo_5000,200,101,5000,0.0065,1.8469,0.0655,0.715,0.605
2,bounded_substrate_fifo_5000,250,119,5000,0.0065,2.1304,0.0785,0.75,0.605
2,bounded_substrate_fifo_5000,300,131,5000,0.0065,2.3325,0.088,0.76,0.605
2,bounded_substrate_fifo_5000,350,144,5000,0.0065,2.564,0.0965,0.795,0.605
2,bounded_substrate_fifo_5000,400,151,5000,0.0065,2.6885,0.1021,0.8,0.605
2,bounded_substrate_fifo_5000,450,162,5000,0.0065,2.8616,0.1096,0.8075,0.605
2,bounded_substrate_fifo_5000,500,172,5000,0.0065,3.0191,0.1171,0.825,0.605
2,bounded_substrate_fifo_5000,550,180,5000,0.0065,3.1626,0.1241,0.83,0.59
2,bounded_substrate_fifo_5000,600,185,5000,0.0065,3.2576,0.1286,0.835,0.59
2,bounded_substrate_fifo_5000,650,200,5000,0.0065,3.5082,0.1376,0.84,0.59
2,bounded_substrate_fifo_5000,700,206,5000,0.0065,3.6177,0.1421,0.8525,0.5875
2,bounded_substrate_fifo_5000,750,213,5000,0.0065,3.7282,0.1476,0.8525,0.585
2,bounded_substrate_fifo_5000,800,217,5000,0.0065,3.7877,0.1501,0.8525,0.585
2,bounded_substrate_fifo_5000,850,229,5000,0.0065,3.9993,0.1586,0.86,0.585
2,bounded_substrate_fifo_5000,900,236,5000,0.0065,4.1243,0.1621,0.87,0.5825
2,bounded_substrate_fifo_5000,950,240,5000,0.0065,4.2008,0.1646,0.8725,0.5825
2,bounded_substrate_fifo_5000,1000,245,5000,0.0065,4.2968,0.1686,0.875,0.5825
2,bounded_substrate_fifo_5000,1050,249,5000,0.0065,4.3749,0.1711,0.88,0.5825
2,bounded_substrate_fifo_5000,1100,257,5000,0.0065,4.5154,0.1766,0.88,0.5825
2,bounded_substrate_fifo_5000,1150,262,5000,0.0065,4.6074,0.1796,0.885,0.58
2,bounded_substrate_fifo_5000,1200,263,5000,0.0065,4.6334,0.1806,0.885,0.58
2,bounded_substrate_fifo_5000,1250,271,5000,0.0065,4.7774,0.1856,0.8875,0.575
2,bounded_substrate_fifo_5000,1300,279,5000,0.0065,4.9175,0.1926,0.8925,0.565
2,bounded_substrate_fifo_5000,1350,281,5000,0.0065,4.9615,0.1946,0.8925,0.5625
2,bounded_substrate_fifo_5000,1400,292,5000,0.0065,5.156,0.2026,0.895,0.5625
2,bounded_substrate_fifo_5000,1450,299,5000,0.0065,5.285,0.2066,0.895,0.565
2,bounded_substrate_fifo_5000,1500,302,5000,0.0065,5.344,0.2086,0.895,0.565
2,bounded_substrate_fifo_5000,1517,303,5000,0.0065,5.364,0.2091,0.895,0.565
